droplet_id,video_file,voltage_lo_V,voltage_hi_V,voltage_nom_V,T_lo_C,T_hi_C,T_nom_C,t_fall_avg,t_rise_avg,n_fall_meas,n_rise_meas,v_fall,v_rise,a1_m,q0_C,q_C,n_est,q_over_e,delta_q_V,delta_q_T,delta_q_combined,delta_q_stat,delta_q_total
1,TRIAL_1.mp4,552.0,555.0,553.5,22.2,22.5,22.35,4.1667499999999995,1.84658,4,5,0.00012115929188764091,0.0002935610808468219,1.0927179475110136e-06,2.1428777474000832e-18,1.9242084814930106e-18,12,12.009964698392992,5.214695429428014e-21,9.78661224700066e-22,5.305735219027506e-21,2.424420485548369e-19,2.4250009841993943e-19
2,TRIAL_1.mp4,552.0,555.0,553.5,22.2,22.5,22.35,4.08882,4.5564599999999995,5,5,0.00012264462485291674,0.00016301146744557076,1.0993955445949595e-06,1.4850169543086344e-18,1.3343205571557306e-18,8,8.328173865727035,3.6160714276621056e-21,6.785132746156465e-22,3.6791782824136025e-21,1.7349556205993402e-19,1.7353456833532103e-19
