droplet_id,video_file,voltage_lo_V,voltage_hi_V,voltage_nom_V,T_lo_C,T_hi_C,T_nom_C,t_fall_avg,t_rise_avg,n_fall_meas,n_rise_meas,v_fall,v_rise,a1_m,q0_C,q_C,n_est,q_over_e,delta_q_V,delta_q_T,delta_q_combined,delta_q_stat,delta_q_total
1,TRIAL_2.mp4,552.0,555.0,553.5,22.2,22.5,22.35,8.345216666666667,2.6284666666666667,6,6,6.00940264936226e-05,0.00021406718415931635,7.69565101792724e-07,9.976663466581951e-19,8.581610819224432e-19,5,5.356220180167996,2.3256568686059753e-21,4.420039505923226e-22,2.3672869202598512e-21,1.169599317883588e-19,1.1698388646006072e-19
