droplet_id,video_file,voltage_lo_V,voltage_hi_V,voltage_nom_V,T_lo_C,T_hi_C,T_nom_C,t_fall_avg,t_rise_avg,n_fall_meas,n_rise_meas,v_fall,v_rise,a1_m,q0_C,q_C,n_est,q_over_e,delta_q_V,delta_q_T,delta_q_combined,delta_q_stat,delta_q_total
2,TRIAL_3.mp4,552.0,555.0,553.5,22.2,22.5,22.35,2.8880166666666653,2.926000000000002,6,5,0.00017395098444891903,0.00017115617928094008,1.309312030896535e-06,2.1366386565170898e-18,1.952049516793289e-18,12,12.18373477286206,5.290145943718822e-21,9.876539410150527e-22,5.38155223082033e-21,9.368153195719197e-20,9.383597675870075e-20
