droplet_id,video_file,voltage_lo_V,voltage_hi_V,voltage_nom_V,T_lo_C,T_hi_C,T_nom_C,t_fall_avg,t_rise_avg,n_fall_meas,n_rise_meas,v_fall,v_rise,a1_m,q0_C,q_C,n_est,q_over_e,delta_q_V,delta_q_T,delta_q_combined,delta_q_stat,delta_q_total
1,TRIAL_3.mp4,552.0,555.0,553.5,22.2,22.5,22.35,3.1418400000000006,5.346333333333334,5,6,0.00015933342174171515,0.00010276512526400472,1.2530925687433526e-06,1.5530366915265304e-18,1.4133026660993588e-18,9,8.821141415418738,3.830116655336764e-21,7.159253395008994e-22,3.896452577053589e-21,9.243001714132329e-20,9.251210953940325e-20
