droplet_id,video_file,voltage_lo_V,voltage_hi_V,voltage_nom_V,T_lo_C,T_hi_C,T_nom_C,t_fall_avg,t_rise_avg,n_fall_meas,n_rise_meas,v_fall,v_rise,a1_m,q0_C,q_C,n_est,q_over_e,delta_q_V,delta_q_T,delta_q_combined,delta_q_stat,delta_q_total
2,TRIAL_2.mp4,552.0,555.0,553.5,22.2,22.5,22.35,7.838328571428574,1.649049999999998,7,6,6.405087505163998e-05,0.00031582751435649855,7.944969726937154e-07,1.4271538165987825e-18,1.233134136435071e-18,8,7.696617902586833,3.3418514713906185e-21,6.343141351672215e-22,3.401518143257299e-21,9.614526439542527e-20,9.620541664243828e-20
